pair,pmi1,pmi2,pmi_diff,abs_diff
程→院,3.4880913640553923,3.1226354662816895,-0.3654558977737028,0.3654558977737028
成→美,-3.866643548943193,-2.013186584242447,1.853456964700746,1.853456964700746
期→原,-2.458619362713588,-0.8347224276655056,1.6238969350480825,1.6238969350480825
户→家,-1.4964293961792001,0.5275655732977528,2.023994969476953,2.023994969476953
自→内,-2.354211174389474,6.3416738491172335,8.695885023506708,8.695885023506708
养→体,0.587473547282653,0.1768215206643656,-0.41065202661828737,0.41065202661828737
可→借,1.896506592182249,4.424411473312157,2.5279048811299076,2.5279048811299076
据→仍,0.7355728507840423,3.169719233434299,2.434146382650257,2.434146382650257
年→起,2.083566190519566,1.8511636052877611,-0.23240258523180501,0.23240258523180501
方→发,-1.9378701048126474,-0.7957779730946831,1.1420921317179644,1.1420921317179644
位→数,3.490676865286277,2.221318501989419,-1.269358363296858,1.269358363296858
祝→大,2.7586396056470597,1.0027851842555406,-1.755854421391519,1.755854421391519
赛→融,0.933825929768433,2.2050200737725403,1.2711941440041072,1.2711941440041072
化→离,0.08064320465799754,1.8560983109473423,1.7754551062893449,1.7754551062893449
天→下,0.4752357438955149,4.2946345163651225,3.8193987724696075,3.8193987724696075
效→管,1.1624930959081825,2.531057191951597,1.3685640960434144,1.3685640960434144
动→由,-0.4786671647546818,3.1130180564946763,3.591685221249358,3.591685221249358
散→热,7.9458068236819965,3.9809413057029253,-3.9648655179790713,3.9648655179790713
素→养,4.952162213468427,6.979753255687784,2.027591042219357,2.027591042219357
日→透,2.2417071088683977,2.2865217102526634,0.04481460138426563,0.04481460138426563
位→业,-1.3411584593061028,0.409231637874196,1.7503900971802988,1.7503900971802988
后→政,-2.4655482715974926,-1.9055468586212752,0.5600014129762174,0.5600014129762174
战→者,0.8293134536853933,-3.045853578910521,-3.875167032595914,3.875167032595914
度→更,1.5232272778811635,-0.19092622428187195,-1.7141535021630354,1.7141535021630354
道→对,-0.761733294226344,-2.514781065133173,-1.7530477709068288,1.7530477709068288
线→电,1.6754764245560925,2.8891264562162005,1.213650031660108,1.213650031660108
何→成,-0.8217470109688696,-1.811735001544367,-0.9899879905754974,0.9899879905754974
海→旅,3.3142692522589012,-0.3355069577254623,-3.6497762099843634,3.6497762099843634
从→体,-2.2186125136193775,-1.5003282935159914,0.7182842201033861,0.7182842201033861
测→数,2.435924892197587,1.6001412990339912,-0.8357835931635957,0.8357835931635957
行→比,-1.8868633544665303,0.4689139957715343,2.3557773502380646,2.3557773502380646
能→增,-2.3435078509714207,-1.0438811258181493,1.2996267251532714,1.2996267251532714
态→依,0.801742555585327,-1.1724884974202434,-1.9742310530055704,1.9742310530055704
论→为,-1.8496306242973952,-4.0776895748077875,-2.228058950510392,2.228058950510392
向→记,4.17467359796644,3.1554948896273385,-1.0191787083391017,1.0191787083391017
奠→定,8.694904612244427,9.927132610256795,1.2322279980123678,1.2322279980123678
受→国,0.5184014462756973,-2.978632356059661,-3.497033802335358,3.497033802335358
回→购,6.340968580492883,7.071361751080666,0.7303931705877824,0.7303931705877824
出→圈,4.385304662458863,8.231401479460168,3.846096817001304,3.846096817001304
产→可,-1.9228315510053129,-0.610976785361896,1.311854765643417,1.311854765643417
换→过,3.2949937153964477,3.6582542789002215,0.3632605635037738,0.3632605635037738
度→产,-0.5985981776053593,-3.347869385268637,-2.749271207663278,2.749271207663278
承→诺,10.272586845677512,7.724914547610764,-2.5476722980667486,2.5476722980667486
关→企,1.8316122103765482,2.542674092934826,0.7110618825582777,0.7110618825582777
名→旅,2.8020630939730595,3.76690871755527,0.9648456235822103,0.9648456235822103
青→海,5.557938333225764,7.06409309554098,1.5061547623152158,1.5061547623152158
设→特,-0.3683826165550686,-0.722531453308562,-0.35414883675349346,0.35414883675349346
道→分,-1.8300930718940807,-2.2136882229683996,-0.38359515107431896,0.38359515107431896
盖→更,3.0833246514393964,3.9568331213579726,0.8735084699185762,0.8735084699185762
被→纳,6.652469826508192,7.778438270009081,1.1259684435008896,1.1259684435008896
题→提,-0.5763065503891993,0.45338419313154643,1.0296907435207459,1.0296907435207459
茂→名,8.10462586399349,9.37467416780068,1.2700483038071901,1.2700483038071901
获→胜,4.596284644875247,3.164277954575365,-1.432006690299882,1.432006690299882
为→道,-0.9760079100669504,-3.2824960629174083,-2.306488152850458,2.306488152850458
区→调,-0.9629201084345425,-2.647302251199985,-1.6843821427654426,1.6843821427654426
将→股,-0.643555059141977,3.1310541990205394,3.774609258162516,3.774609258162516
致→整,2.1352837599182144,3.443257895020922,1.3079741351027074,1.3079741351027074
厉→地,3.1905061558525243,4.577118593920008,1.3866124380674836,1.3866124380674836
公→信,-1.4827759156067333,-0.8640195564989956,0.6187563591077376,0.6187563591077376
项→元,-2.019959415901123,0.11753286589401614,2.137492281795139,2.137492281795139
借→贷,8.598322660306854,10.573168321439764,1.9748456611329104,1.9748456611329104
斯→市,-0.4124235191412269,2.092585229291979,2.5050087484332058,2.5050087484332058
划→转,3.2094313875891274,1.398093845886068,-1.8113375417030593,1.8113375417030593
名→西,2.015749308724208,-1.9905225111095597,-4.006271819833768,4.006271819833768
大→城,-0.1818035496724855,-1.890444861769262,-1.7086413120967765,1.7086413120967765
范→制,1.735671431547309,1.407280533241907,-0.328390898305402,0.328390898305402
链→供,3.3032621620773304,6.420688454456861,3.1174262923795304,3.1174262923795304
单→并,-0.5356458555139063,2.212869894821718,2.748515750335624,2.748515750335624
过→修,0.2687961984460042,3.9490336752169193,3.680237476770915,3.680237476770915
场→双,0.32693631780336774,-0.04295163204297708,-0.3698879498463448,0.3698879498463448
诱→发,5.140852558002843,7.144943453040826,2.004090895037983,2.004090895037983
视→剧,6.135956373828558,-0.5846360847734853,-6.720592458602043,6.720592458602043
批→关,0.20047093535586896,1.4419379241693198,1.2414669888134509,1.2414669888134509
点→核,-0.41979567972024295,-0.8102019367249668,-0.3904062570047238,0.3904062570047238
示→维,-0.28091977530472917,2.254906529042721,2.53582630434745,2.53582630434745
等→技,1.445626315700218,0.3373325943268681,-1.10829372137335,1.10829372137335
连→锁,8.376069625265819,4.526462042856909,-3.84960758240891,3.84960758240891
拆→迁,9.607576669206496,12.285680871881432,2.6781042026749358,2.6781042026749358
之→问,-0.643572127509789,-1.4803418601728275,-0.8367697326630386,0.8367697326630386
无→可,1.3992869861027593,0.18737227601130824,-1.2119147100914511,1.2119147100914511
挤→度,5.9909418892223405,4.794434077321928,-1.1965078119004122,1.1965078119004122
借→自,2.521428487234605,2.675741705629062,0.15431321839445733,0.15431321839445733
李→明,3.0871893110191087,1.9298331989615083,-1.1573561120576004,1.1573561120576004
入→爆,1.5191567585696848,-0.2667319307411547,-1.7858886893108394,1.7858886893108394
存→包,0.1641850618334668,5.117440671565886,4.953255609732419,4.953255609732419
取→出,-0.2690154589752048,3.011552355845362,3.280567814820567,3.280567814820567
日→所,-0.3889410109629532,-1.8561403364935032,-1.46719932553055,1.46719932553055
迟→钝,13.23206753411429,16.85857054030201,3.626503006187722,3.626503006187722
代→高,-1.3678235210751974,-2.562131218083688,-1.1943076970084905,1.1943076970084905
付→等,2.3985232503485165,4.239677499661321,1.8411542493128041,1.8411542493128041
百→姓,11.029616050343618,12.271512621578664,1.2418965712350456,1.2418965712350456
展→促,1.1086928174376143,0.8464807391463458,-0.26221207829126847,0.26221207829126847
格→反,2.159073648015867,1.0499481814536331,-1.1091254665622339,1.1091254665622339
彻→全,2.59034906062257,5.2771031660790735,2.6867541054565036,2.6867541054565036
双→成,-0.8822679018201051,-1.5633582603092366,-0.6810903584891316,0.6810903584891316
员→特,-0.7075040284116069,-1.3870954291113775,-0.6795914006997706,0.6795914006997706
动→该,-2.0836952885299436,-0.10518352662717564,1.978511761902768,1.978511761902768
纷→落,4.573473492017639,5.155726889343623,0.5822533973259842,0.5822533973259842
下→调,4.918683510270969,2.8886624404839996,-2.0300210697869696,2.0300210697869696
相→辉,4.687908041947892,7.819514419215406,3.1316063772675147,3.1316063772675147
曝→最,4.488274977815407,6.722861254197613,2.234586276382206,2.234586276382206
成→新,-0.4748131529361739,-4.960050291199745,-4.485237138263571,4.485237138263571
行→服,0.24168362857085943,-2.291743245203665,-2.5334268737745242,2.5334268737745242
建→议,7.780621768477527,5.2887057117690635,-2.4919160567084635,2.4919160567084635
级→科,-0.8767884433831963,-1.4973474390284898,-0.6205589956452935,0.6205589956452935
数→最,0.5935419966331242,0.26452300055458705,-0.3290189960785372,0.3290189960785372
敲→响,8.852689167043028,9.265739796247518,0.41305062920448954,0.41305062920448954
光→灯,7.715617074043861,6.395863789631854,-1.3197532844120063,1.3197532844120063
增→超,-1.1804692351143484,0.7644232500683191,1.9448924851826677,1.9448924851826677
选→取,4.624176841627437,4.580022350292141,-0.0441544913352967,0.0441544913352967
础→更,1.698838243556043,4.1840858337849545,2.4852475902289113,2.4852475902289113
于→美,2.790939284413578,-1.5680545810315307,-4.358993865445108,4.358993865445108
更→开,-1.4117678577304515,0.3309441266827158,1.7427119844131673,1.7427119844131673
家→深,0.22434202617164173,-2.1478286174104713,-2.372170643582113,2.372170643582113
然→语,4.314562252868259,4.164299722397156,-0.15026253047110316,0.15026253047110316
及→其,4.149884032381768,2.985153495774502,-1.1647305366072658,1.1647305366072658
如→下,3.1864067042007167,2.1229039915686854,-1.0635027126320313,1.0635027126320313
贷→部,1.1339100920677136,4.497243551858355,3.363333459790641,3.363333459790641
家→关,-2.0195414551286364,-2.9511293011526365,-0.9315878460240001,0.9315878460240001
易→创,-0.8494679152938233,3.624306946976884,4.473774862270707,4.473774862270707
盘→等,0.5009038436386344,3.50401810299574,3.0031142593571056,3.0031142593571056
以→政,-2.278514804435933,-2.5962797488512366,-0.3177649444153037,0.3177649444153037
条→主,3.098083133921244,0.6876283717198317,-2.410454762201412,2.410454762201412
票→及,1.0468768353287368,2.3226208807897284,1.2757440454609916,1.2757440454609916
料→原,0.520149666414031,3.3097085040345977,2.7895588376205667,2.7895588376205667
长→后,0.3201559774909684,-0.9486670749910959,-1.2688230524820643,1.2688230524820643
风→华,-0.7177526643926497,-1.719412467499151,-1.0016598031065014,1.0016598031065014
通→海,-1.533422999022846,-0.6024516973394203,0.9309713016834258,0.9309713016834258
即→对,0.13356932710696287,-0.6973834563639041,-0.830952783470867,0.830952783470867
梯→度,5.49420657151292,2.564136457900134,-2.930070113612786,2.930070113612786
过→万,3.4685333111191015,-0.8341076148393781,-4.30264092595848,4.30264092595848
胞→治,8.98836460653243,-0.09802682351368366,-9.086391430046113,9.086391430046113
永→新,-0.6471040598603877,2.1255393253240302,2.772643385184418,2.772643385184418
至→增,-2.8777347054602966,1.1081219676269005,3.985856673087197,3.985856673087197
忙→碌,14.132531860563375,14.927833202739127,0.7953013421757511,0.7953013421757511
心→目,1.637329724295135,-1.5884338630706603,-3.2257635873657953,3.2257635873657953
美→酒,2.3417229497387764,2.899338323308449,0.5576153735696727,0.5576153735696727
特→兰,4.67082505608805,-0.06627327145018469,-4.737098327538235,4.737098327538235
点→或,5.594862958310987,-0.5603012000393889,-6.155164158350376,6.155164158350376
始→供,-0.0023436275080991357,2.3175949614927576,2.3199385890008566,2.3199385890008566
易→鑫,6.88302331130031,11.53184145915083,4.64881814785052,4.64881814785052
效→节,0.47440221617567435,0.7008791978732848,0.22647698169761044,0.22647698169761044
易→者,2.2040636568622585,0.6707545531554353,-1.5333091037068232,1.5333091037068232
合→近,0.09885841287636989,-1.469590480888079,-1.568448893764449,1.568448893764449
按→期,1.1157583873664016,2.8265635682355956,1.710805180869194,1.710805180869194
电→缆,8.98703554605991,7.5969457047228905,-1.3900898413370202,1.3900898413370202
全→背,0.5796226540295114,1.5240179065495911,0.9443952525200797,0.9443952525200797
坚→如,1.5532159229833613,0.6153240221598935,-0.9378919008234679,0.9378919008234679
网→升,-0.9578245723154366,-1.75944252812557,-0.8016179558101333,0.8016179558101333
团→赴,5.659141784336158,4.268357778893654,-1.3907840054425034,1.3907840054425034
冠→以,2.7187335352965794,1.2573307641672398,-1.4614027711293396,1.4614027711293396
未→真,1.523998946016779,0.466840271103002,-1.0571586749137771,1.0571586749137771
油→最,-0.6057011703936067,0.6982756159193402,1.3039767863129468,1.3039767863129468
动→融,-0.47624042736014194,0.8331973551091584,1.3094377824693004,1.3094377824693004
年→农,-1.1875987906859096,-0.9487576504902113,0.23884114019569824,0.23884114019569824
加→量,-2.543676230812426,-0.1732814018953488,2.3703948289170773,2.3703948289170773
澳→交,3.0131151574553834,-2.1360348157904285,-5.149149973245812,5.149149973245812
错→峰,5.745567672278821,5.3883184029345665,-0.3572492693442548,0.3572492693442548
重→损,0.5122063777570136,4.225919856500527,3.713713478743513,3.713713478743513
升→党,1.77277315075813,1.3420394702566825,-0.43073368050144745,0.43073368050144745
现→高,0.8326613808318658,-0.11504709691941425,-0.9477084777512801,0.9477084777512801
识→共,3.605146084716126,-3.0534533309186065,-6.658599415634733,6.658599415634733
听→觉,1.8286179583876647,5.063687660782161,3.2350697023944965,3.2350697023944965
具→备,7.722783174154103,6.010610323845787,-1.712172850308316,1.712172850308316
